_c0,tconst,numVotes,popularity,runtimeMinutes,budget,revenue
285,tt0033532,4908,4,107,13833969,29820881
2161,tt0089378,1491,5,98,13600173,28655868
3303,tt0119889,5390,5,99,13933154,30203596
3350,tt0120725,5465,5,94,13940063,30235032
4759,tt0415679,3897,6,80,13843833,29736891
4838,tt0426596,1197,6,87,13630793,28722980
6268,tt1302067,21393,6,81,80000000,220546978
8473,tt4180576,2396,7,95,13799421,29417394
9021,tt5674368,1760,7,80,13759914,29213775
9187,tt6108090,23342,8,150,15478913,37371392
1647,tt0075753,1906,5,95,13622796,28778322
1868,tt0082559,5089,5,99,13880284,29994512
4505,tt0369735,59307,6,101,43000000,121042898
4526,tt0374089,3837,6,112,13834367,29698752
5586,tt10050782,1247,6,97,13649855,28791619
5715,tt10556320,1614,6,85,13681630,28938729
6330,tt1337032,7353,7,102,14150253,31145946
6541,tt1478800,1284,6,65,13672054,28869108
8559,tt4393278,1259,7,90,13710770,28993930
4389,tt0347149,364098,16,119,24000000,113147951
4482,tt0367089,81799,10,81,1500000,6422090
4885,tt0436613,10121,1,88,300000,1750211
6093,tt1210166,397623,15,133,50000000,192182652
9170,tt6063014,1334,7,142,13729061,29062905
9192,tt6118340,5037,7,90,14023866,30462122
1508,tt0071359,4469,5,103,13823737,29736533
3090,tt0114787,57292,7,170,18054774,49780880
5785,tt10886166,29237,7,114,15874841,39358796
6453,tt1410051,11671,7,90,14495988,32784039
6854,tt1680099,2292,7,113,13758502,29270436
8842,tt5165344,25503,8,148,15643742,38164151
1049,tt0059037,16161,3,102,0,-7812224
2872,tt0108504,4456,5,92,13850213,29822364
3322,tt0120207,13628,2,97,16000000,1686429
5349,tt0824316,5939,6,147,14018067,30546956
9013,tt5648036,5669,7,95,14070497,30688776
9179,tt6082222,2017,7,82,13783531,29321296
9303,tt6508228,8932,8,94,14335736,31939752
1397,tt0068282,3110,5,87,13713464,29216162
2339,tt0093516,2438,5,96,13679044,29025173
2544,tt0098360,11467,3,103,0,-8509140
2897,tt0109447,7531,2,90,19000000,44934061
3227,tt0118540,3181,5,102,13756019,29364711
3234,tt0118715,773595,15,117,15000000,149534704
5099,tt0478737,4223,6,92,13876607,29882569
7445,tt2243299,2507,7,84,13787510,29390900
755,tt0051899,7608,5,100,14058082,30871314
784,tt0052654,7593,5,103,14057475,30867583
1687,tt0076825,1308,5,126,13576068,28555267
5303,tt0805605,1267,6,84,13645736,28780337
5343,tt0821640,87709,8,115,0,3058703
6169,tt1251743,4588,6,96,13927203,30091530
6885,tt1706433,1806,7,74,13720489,29089035
774,tt0052311,102193,9,95,829000,7567206
5448,tt0893412,14884,11,107,93,2500000
6932,tt1733578,2443,7,88,13772076,29332615
7707,tt2549540,1415,2,72,0,44057737
7846,tt2886632,25323,7,92,15624516,38073147
8700,tt4797160,1029,7,87,13695330,28916492
9007,tt5634960,1479,7,109,13737297,29106784
2742,tt0104782,6933,5,107,14044500,30748713
7175,tt1954470,91134,9,321,1400000,7575598
9339,tt6627168,1411,7,73,13738583,29103191
1977,tt0084899,9448,5,90,14228996,31647151
5417,tt0870204,8825,6,99,14248854,31640842
6296,tt1316622,16096,5,91,0,-7773969
2639,tt0101615,9532,2,91,6000000,8262739
2741,tt0104770,3538,5,106,13774596,29467137
2880,tt0109000,2583,5,90,13701481,29115895
5036,tt0468094,11290,6,95,14437122,32545957
5997,tt11656172,19417,7,98,15102554,35677586
9254,tt6328046,1952,7,165,13779885,29301778
2111,tt0087884,100864,11,145,1746964,9988950
4246,tt0312941,1094,6,75,13610664,28644713
4588,tt0382295,5839,6,95,13994763,30458566
5582,tt1001562,29620,7,99,15899234,39484182
8486,tt4195278,15640,7,103,14852506,34417470
9378,tt6791886,1540,7,106,13749628,29154490
3592,tt0167400,4972,6,89,13905753,30065037
5374,tt0839811,1276,6,118,13647887,28788469
5683,tt10452480,29435,7,135,15887536,39423867
9656,tt8000718,5794,8,116,14093405,30778744
1080,tt0059855,1942,5,114,13614224,28754197
5766,tt10817348,1558,6,83,13678207,28920982
6023,tt1176960,2631,6,135,13768693,29343122
1024,tt0058384,1579,5,95,13584236,28613444
1721,tt0077766,75889,11,116,20000000,58115913
2467,tt0096344,2640,5,87,13697682,29109934
3595,tt0167825,1320,5,98,13615502,28686720
4170,tt0298203,269808,8,110,41000000,147219341
315,tt0034694,2249,4,119,13623200,28819189
2258,tt0091778,26551,6,91,19000000,40996665
3313,tt0120090,1828,5,105,13650198,28859717
3598,tt0168172,6955,6,85,14063511,30813957
4181,tt0301050,1146,6,75,13613486,28660018
5536,tt0976247,-6136,2,85,6000000,5917206
6647,tt15458036,1027,6,105,13653766,28779163
7651,tt2446502,2651,7,93,13803113,29458963
8910,tt5342950,2433,7,99,13811177,29460434
220,tt0031022,6616,4,85,13968432,30461268
859,tt0054195,38587,6,134,16472644,42429265
2406,tt0095040,1009,5,139,13566802,28490240
4195,tt0303243,-4527,0,102,1900000,240093
4714,tt0407038,1140,6,83,13623760,28693214
5501,tt0938330,62325,5,95,20000000,56097121
8798,tt5068650,3233,7,98,13872513,29754958
9432,tt7052244,4596,7,92,13993650,30311625
296,tt0033836,11473,5,116,14356071,32299704
299,tt0033874,7446,4,112,14036008,30779832
1951,tt0084516,155169,11,114,10700000,43671007
5632,tt10262380,3085,6,88,13796892,29488466
597,tt0046031,1985,4,100,13607899,28738291
739,tt0051087,5635,5,93,13900916,30125500
2154,tt0089200,9022,4,81,1000000,-6038869
5521,tt0961079,1670,6,90,13682169,28946962
5777,tt10867504,1118,6,145,13643457,28755648
9657,tt8000908,3362,8,124,13900096,29860807
3297,tt0119707,53365,6,95,30000000,83160387
4766,tt0416320,213190,9,124,15000000,85306374
79,tt0020768,3199,4,77,13693955,29162071
3963,tt0256858,1145,6,97,13609012,28645144
4216,tt0307116,1186,6,162,13617381,28677473
4566,tt0379370,10487,6,132,14363813,32211593
9137,tt5946852,6614,7,162,14148127,31053756
9469,tt7231194,3403,7,120,13899563,29863774
2139,tt0088847,376441,12,97,1000000,49584119
2449,tt0095956,127431,11,102,63000000,189015611
2956,tt0110657,28950,9,107,12000000,28269263
9888,tt9128686,2222,8,91,13814128,29445848
1695,tt0077234,4646,5,99,13841579,29815784
4642,tt0390022,61646,13,118,30000000,84426370
4836,tt0426501,1701,6,93,13670818,28913094
5823,tt11023922,1174,6,83,13648830,28779826
6168,tt12492650,4895,6,129,13951591,30207358
7599,tt2393775,1260,7,125,13691491,28930454
8697,tt4786132,6001,7,82,14090514,30793070
9709,tt8195518,16514,8,115,14946651,34828744
667,tt0048947,8251,5,105,14107422,31108175
2516,tt0097851,1214,5,120,13585315,28574933
3153,tt0116681,1069,5,91,13586633,28562568
3623,tt0174204,11026,3,106,10000000,19874016
4771,tt0417397,20401,9,139,9500000,19881700
6865,tt1687247,15167,4,95,45202,-7780839
7636,tt2417650,3729,7,80,13888504,29864873
7800,tt2769184,2632,7,86,13804607,29461701
7865,tt2923834,25290,8,107,15622442,38062397
3688,tt0188404,1549,5,84,13635580,28779343
3726,tt0199650,1004,5,94,13593023,28576153
6742,tt1608516,2369,7,112,13762364,29292050
6953,tt1754811,4491,3,83,0,-9524815
8227,tt3633084,1050,7,101,13687461,28892956
3685,tt0187859,1360,5,88,13620496,28707803
7443,tt2241750,1389,7,93,13698596,28968759
9078,tt5790492,22986,8,93,15475097,37305653
660,tt0048673,8261,5,102,14108076,31111483
3788,tt0216787,9628,6,112,14279834,31835582
4417,tt0353969,163620,10,131,26533995,90004743
3421,tt0130529,1229,5,47,13604753,28640778
4137,tt0289879,470867,12,113,13000000,96060858
4258,tt0314806,1091,6,92,13610669,28644385
5216,tt0756725,1071,6,96,13628401,28700569
269,tt0032701,12714,5,95,14454177,32766341
2813,tt0106913,2628,5,87,13703707,29128423
6638,tt1540741,10839,12,116,0,-8566681
7633,tt2416424,1216,7,94,13688676,28916097
665,tt0048820,1812,4,98,13595518,28677512
1989,tt0085328,2770,5,116,13698379,29127215
7967,tt3129564,5379,3,84,0,-9381087
8283,tt3741316,2314,7,90,13789070,29373800
9219,tt6198946,17755,8,90,15035418,35264578
4786,tt0420318,4336,6,109,13879279,29904406
5940,tt1144804,28949,7,142,15856471,39264257
6481,tt1430612,41596,7,90,28000000,75719895
8349,tt3895908,1545,7,90,13729270,29087916
5393,tt0847880,8994,1,89,0,121129
6183,tt1261862,4177,6,88,13894813,29937319
6704,tt1584131,1198,1,100,13400000,16700000
7107,tt1881060,3270,7,83,13841347,29656423
9768,tt8444450,1282,7,100,13736984,29083046
402,tt0038559,31218,5,110,15927822,39759893
3104,tt0115610,6601,2,80,7000000,10667272
3259,tt0119116,454017,24,126,90000000,263920180
7219,tt2008513,26513,7,95,15700614,38464001
7765,tt2673882,1924,7,140,13747625,29192142
3604,tt0169145,5044,6,102,13911720,30093017
5050,tt0470679,4178,6,88,13872041,29862322
7373,tt2180477,14731,7,188,14757806,34000333
685,tt0049470,62173,12,120,2500000,6260122
8071,tt3348730,75626,9,92,19612675,57032753
8895,tt5291604,1269,7,141,13718347,29020075
2801,tt0106521,-19969,0,83,1000000,-10421879
3008,tt0112619,3074,5,140,13743100,29309765
3290,tt0119561,1141,5,120,13595123,28598870
3927,tt0252360,3099,6,79,13763616,29380319
5637,tt1028532,269757,8,93,16000000,76125286
4207,tt0305669,36173,5,105,20000000,132675402
4406,tt0350232,1565,6,88,13651334,28833150
9443,tt7097358,1085,7,91,13714768,28987061
1681,tt0076727,8854,5,159,14175814,31403265
2771,tt0105597,1758,5,96,13633701,28797233
4330,tt0331933,23612,6,100,15402411,37150172
4624,tt0387462,3447,6,100,13805340,29558055
332,tt0035417,8004,5,118,14081032,30992657
599,tt0046183,133598,16,77,4000000,87404651
1761,tt0079219,3099,5,97,13719932,29236228
1843,tt0082158,58079,6,125,5500000,14182922
3503,tt0146336,64388,6,99,14000000,72527595
6617,tt1530509,27654,7,91,15773571,38838772
7338,tt2142883,5214,7,101,14000545,30405597
8165,tt3524290,1006,7,111,13682714,28872226
9753,tt8380776,4497,8,97,13992255,30295612
459,tt0040495,4659,4,102,13817683,29738465
1911,tt0083349,36592,6,138,16345104,41774133
3742,tt0203166,22489,6,106,15301280,36687158
5414,tt0870090,15503,3,106,0,307076
5667,tt1034449,2394,6,135,13742672,29229978
2215,tt0090859,70908,6,87,0,49042224
2545,tt0098375,2552,5,97,13692261,29081909
2846,tt0107870,1872,5,84,13644274,28845250
5472,tt0913401,3893,6,93,13857897,29782819
6250,tt1291150,206161,22,101,125000000,376498231
2554,tt0099073,35370,6,128,16266958,41372803
6467,tt1422674,27933,7,60,15791289,38929978
7110,tt1884369,2153,7,90,13752613,29234991
3018,tt0112851,29208,6,104,7000000,25405445
4998,tt0460394,1467,6,140,13655489,28835559
5381,tt0841109,1052,6,90,13630218,28704372
7990,tt3177316,-6853,6,87,1000000,9318
9172,tt6067752,9086,8,175,14345344,31989194
9390,tt6842770,6600,8,102,14152111,31065283
9476,tt7255568,22241,8,146,15427636,37061532
1103,tt0060574,38115,6,87,16442326,42273839
2478,tt0097106,4328,5,108,13832093,29747842
3113,tt0115685,85775,6,117,31000000,185260553
4810,tt0423853,1294,6,99,13637940,28757736
6733,tt1602572,1940,6,117,13728080,29129518
2546,tt0098465,1193,5,90,13584248,28568992
6859,tt1683876,8241,2,90,0,-8957968
15,tt0014142,5288,4,133,13858734,29946366
634,tt0047892,11596,5,98,14372664,32368613
7661,tt2465578,12346,7,111,6000000,5809330
9454,tt7179784,4482,7,160,13985039,30270079
1084,tt0059893,38169,6,178,16446029,42292275
1435,tt0069172,37486,6,88,16402072,42067068
4812,tt0424273,1021,6,93,13616278,28654818
969,tt0056966,38375,6,113,16458979,42359210
1618,tt0074749,12464,5,135,14461515,32761731
2868,tt0108350,1361,5,98,13604098,28653832
3758,tt0208675,1257,5,109,13613782,28673787
6847,tt1675161,4387,7,90,13924899,30060762
7498,tt2302966,20273,7,188,15200884,36100586
7701,tt2543164,650418,30,116,47000000,221935755
2012,tt0085776,1187,5,141,13573006,28531219
5485,tt0924317,3760,6,185,13847596,29733510
8320,tt3822396,6838,7,133,14149453,31083948
9155,tt5997928,2143,7,102,13793065,29367267
1458,tt0069909,1007,5,114,13547521,28426410
1940,tt0084345,2279,5,100,13658357,28938613
2782,tt0105871,1607,5,91,13621918,28740965
1102,tt0060560,2271,5,128,13640823,28879853
1199,tt0062994,21696,4,151,14000000,32842966
3416,tt0129908,33727,6,85,16161742,40832638
3727,tt0199753,56959,8,106,80000000,33463969
3790,tt0216841,1025,5,106,13595985,28588342
6893,tt1712159,12282,7,90,14553434,33043945
8114,tt3447364,22434,8,139,15385090,36957262
8882,tt5275128,1247,7,86,13716331,29010888
9594,tt7711342,22019,8,158,15413508,36988885
6768,tt1621642,1823,7,126,13719486,29087686
7020,tt1814621,34273,10,108,13000000,18000000
8625,tt4573516,8576,7,89,14293761,31760266
1212,tt0063260,1698,5,117,13597490,28670877
1537,tt0072750,37294,6,99,16389869,42004317
3571,tt0165454,1183,5,94,13604126,28633409
1564,tt0073345,1227,5,117,13567148,28516506
9493,tt7310440,1271,7,81,13730561,29060593
2910,tt0109702,34689,6,95,16223270,41148614
5711,tt1054631,2235,6,84,13730915,29172871
6827,tt1663628,1666,7,89,13708192,29032336
9271,tt6360332,1545,7,100,13747867,29149257
9345,tt6654210,37575,8,106,16613537,42754414
9615,tt7841496,4604,8,103,13997978,30326823
9919,tt9260446,1057,8,100,13722143,29008161
1412,tt0068629,37529,6,88,16404861,42081397
2482,tt0097216,97795,10,120,6500000,23045330
3702,tt0192255,10313,9,95,22000000,13555988
4353,tt0338135,28946,4,99,8000000,16905496
5027,tt0466342,58821,5,83,20000000,55562309
5653,tt1032815,34588,9,102,18000000,46211462
6546,tt1481363,27790,7,95,15782245,38883296
7898,tt2991296,4288,7,89,13938227,30093312
834,tt0053651,1452,5,75,13570306,28552858
1792,tt0080149,9496,5,80,14229080,31652959
2352,tt0093800,1197,5,88,13580653,28557595
3019,tt0112864,376238,15,128,90000000,302676674
6795,tt1646987,186139,7,99,150000000,301000000
7606,tt2396436,4303,7,84,13933529,30079546
8539,tt4334642,2101,7,91,13777301,29310430
8731,tt4888982,1965,7,94,13770363,29271868
556,tt0044418,2109,4,90,13616928,28782367
2960,tt0110712,34596,6,105,16217359,41118188
5548,tt0983990,2144,6,136,13720399,29127694
7004,tt1800351,1319,7,93,13684178,28913131
9930,tt9352356,3327,8,82,13902815,29865743
752,tt0051792,5731,5,100,13908811,30162604
1023,tt0058382,5025,5,93,13858153,29914137
2232,tt0091209,46000,5,97,6000000,5844868
2381,tt0094593,4532,5,93,13846351,29818388
4078,tt0279895,1034,6,104,13602509,28610898
6098,tt1213644,89901,11,87,25000000,74497249
8232,tt3660770,3922,3,81,0,-9599231
8814,tt5098836,1568,7,104,13740479,29127537
8942,tt5468014,1028,7,91,13700132,28932215
1640,tt0075648,10430,9,114,6000000,8389533
3952,tt0254683,1418,6,173,13630500,28747487
6504,tt1441953,28260,7,129,0,1822250
7541,tt2343601,1706,7,93,13725773,29094936
8984,tt5574372,1051,7,85,13702807,28943689
9132,tt5932368,3612,7,94,13909377,29920238
9433,tt7054636,4225,7,109,13964180,30171656
9460,tt7207238,4919,7,90,14019891,30435410
9532,tt7460806,22125,8,98,15420106,37023163
9710,tt8196692,5090,8,101,14038528,30516592
9781,tt8526872,58297,9,118,18269611,50605350
1881,tt0082796,1030,5,122,13557881,28463235
1948,tt0084465,1118,5,102,13566226,28500903
2096,tt0087589,2417,3,100,0,-9883315
2682,tt0102849,4913,1,89,3000000,9563393
6371,tt1359552,1596,6,120,13693433,28975587
6848,tt1675192,98167,5,121,5000000,3099314
8419,tt4065414,1181,7,100,13701747,28955177
344,tt0036098,5312,4,89,13867272,29977298
839,tt0053779,70579,11,174,0,19516000
3855,tt0239395,58527,8,87,60000000,93375151
6303,tt1321509,48627,10,92,21000000,56874741
7122,tt1899285,26701,7,114,15712671,38525812
7814,tt2814362,4170,7,110,13927154,30043189
3506,tt0147612,68804,5,134,3000000,2807390
5830,tt11044122,1706,6,95,13691264,28981110
6906,tt1718915,1728,7,80,13714713,29060992
8466,tt4160708,256687,25,88,9900000,157100845
9901,tt9178402,3156,8,96,13888638,29799271
1633,tt0075164,1812,5,86,13615040,28741906
2428,tt0095468,19208,6,84,15013956,35361256
9462,tt7214762,24951,8,94,15612360,37997017
920,tt0055724,1171,5,150,13549710,28452535
1190,tt0062759,14149,5,94,14586826,33369281
8112,tt3444184,24818,8,93,15592267,37907495
9341,tt6643972,10849,8,96,14488893,32665890
1853,tt0082346,4027,5,97,13795558,29592641
6878,tt1702014,24385,7,96,15515250,37611465
7102,tt1876277,20476,9,104,0,-7103496
7625,tt2406676,4148,7,135,13921596,30022319
7722,tt2576450,5487,7,143,14029996,30534207
8987,tt5580392,4153,7,96,13949459,30114803
5322,tt0813540,1140,6,128,13636028,28733677
241,tt0031754,1896,4,99,13593644,28681013
1362,tt0067439,2833,5,104,13690740,29109280
3029,tt0113253,35105,8,87,5000000,9293791
4106,tt0283453,1217,6,95,13617620,28681835
6022,tt11767722,28785,7,99,15845864,39210051
6645,tt1545660,20173,7,86,15175720,36006058
3798,tt0218625,1609,6,79,13642568,28809308
7341,tt2149053,1184,7,107,13680244,28884596
8741,tt4907206,2290,7,85,13796399,29395208
506,tt0042210,1961,4,100,13604156,28723178
2711,tt0103939,56207,7,143,17960876,49346103
3393,tt0125678,4413,5,97,13857303,29840795
6315,tt1327628,4775,6,110,13945015,30171834
8572,tt4430136,14757,7,137,14784050,34089896
814,tt0053241,4838,5,94,13839072,29829646
3390,tt0125510,1704,5,78,13641891,28818024
6080,tt1202540,4062,6,148,13883600,29887077
8653,tt4661798,4199,7,93,13946379,30109946
221,tt0031088,39794,5,112,16549692,42825160
378,tt0037415,10837,5,99,14307165,32065083
3792,tt0217355,3895,6,123,13824175,29671819
6483,tt1431122,2449,6,139,13763503,29305026
8854,tt5208950,5209,7,110,14030724,30504567
9766,tt8435002,6042,8,91,14115335,30879666
5335,tt0817177,87273,10,90,14000000,42808501
7001,tt1798188,26926,7,91,15726994,38599530
9622,tt7876510,2185,7,104,13805823,29414190
805,tt0053050,1173,4,90,13547544,28445620
2366,tt0094048,2500,5,86,13684516,29050369
7455,tt2251481,1494,7,76,13707183,29009186
443,tt0039677,9778,5,116,14224293,31669672
1313,tt0066473,33371,7,144,25485000,67274715
2402,tt0094890,16088,12,116,17500000,41958975
3260,tt0119137,87605,7,93,80000000,230543162
3433,tt0133189,28434,4,97,0,-5932377
3523,tt0155722,7689,0,112,0,-9072113
4109,tt0284083,32429,6,174,16079053,40407335
9002,tt5611648,3417,7,130,13891258,29837994
9174,tt6068978,3600,7,77,13909269,29918497
9983,tt9766294,2921,8,134,13871615,29716033
7336,tt2140629,7607,7,85,14190732,31308744
9355,tt6708116,5061,7,100,14029063,30482029
1815,tt0080934,36769,6,109,16356303,41831841
3114,tt0115701,1574,5,99,13625992,28750598
3306,tt0119981,1794,5,95,13647353,28846414
7535,tt2334871,34665,11,90,42000000,60845711
860,tt0054198,5559,1,91,151000,8000000
1076,tt0059740,16891,5,122,14802503,34396728
2572,tt0099520,1162,5,97,13582309,28559023
3529,tt0156639,2604,5,86,13716240,29166997
8995,tt5598234,1084,7,85,13705652,28956877
9128,tt5914350,1293,7,105,13724951,29044623
1179,tt0062310,2525,5,104,13662565,28980845
2211,tt0090750,1165,5,92,13575266,28536137
2377,tt0094336,42611,6,107,16873333,44191794
3593,tt0167423,1665,5,91,13642886,28816812
3649,tt0180633,33289,6,106,16133803,40688996
4875,tt0433442,11908,9,85,15000000,34238858
6331,tt1337117,28198,7,96,15808338,39017319
9774,tt8493998,1481,7,91,13752923,29158559
2938,tt0110251,1178,5,104,13590963,28589413
4369,tt0339824,1367,6,116,13634850,28755959
4668,tt0396746,2664,6,89,13743982,29265420
6126,tt1230544,28600,7,165,15834264,39150042
7602,tt2395385,8065,7,96,14232507,31499325
9169,tt6054650,1068,7,104,13707891,28962420
1335,tt0066848,1029,5,87,13546786,28426523
4214,tt0306909,2204,6,138,13698263,29061597
4596,tt0383020,1058,6,154,13614869,28654435
6903,tt1715853,1568,7,90,13701934,29000400
7648,tt2439946,2181,7,86,13765690,29281350
9191,tt6117702,3265,7,140,13882988,29793196
1447,tt0069518,1508,5,98,13587124,28614785
1665,tt0076161,1112,5,85,13560039,28479806
6408,tt1382725,8641,7,115,14254216,31637321
2,tt0009369,1119,0,93,250000,-9388015
1328,tt0066758,1676,5,143,13598083,28670298
4968,tt0453729,16564,6,132,14855007,34532220
6469,tt1422800,1929,6,102,13721880,29107798
8802,tt5075662,13633,7,96,14699333,33680908
607,tt0046672,32615,8,127,5000000,8894634
738,tt0051082,38854,5,330,16490333,42518862
2926,tt0110052,1131,5,91,13586984,28570870
4630,tt0388154,31425,7,95,16014644,40077012
4647,tt0390450,2204,6,94,13706992,29090388
6036,tt1182937,46436,7,167,17251202,45879056
642,tt0048275,1388,4,95,13561348,28515934
4300,tt0326856,30750,6,99,15969236,39842554
6984,tt1784670,1072,7,109,13664141,28818570
956,tt0056444,8764,5,113,14154032,31321045
3039,tt0113540,76442,4,91,1500000,7412216
7084,tt1858481,7163,7,97,14150356,31124387
7321,tt2119463,1367,7,88,13694386,28952336
8387,tt3996396,3505,7,127,13885849,29830297
621,tt0047444,8299,5,93,14110309,31123229
1058,tt0059260,19371,5,92,14999283,35331645
1907,tt0083275,2583,5,110,13681859,29051171
2295,tt0092713,35867,6,155,16298788,41536124
3936,tt0252611,6490,6,77,14033362,30660917
4528,tt0374345,9714,6,123,14301596,31917278
8616,tt4550098,259488,18,116,22500000,29252978
9315,tt6542108,3403,7,94,13896454,29853521
728,tt0050783,-20463,6,110,0,-13359720
2193,tt0090110,36053,6,115,16310546,41596773
3186,tt0117283,10269,6,98,14318646,32037487
3626,tt0174856,94995,5,146,50000000,73956241
4752,tt0414387,277660,14,129,28000000,111441497
5931,tt11394276,2130,6,104,13727007,29147879
584,tt0045555,25741,5,89,15496100,37704592
1230,tt0063787,2755,1,70,76000,-9623942
1582,tt0074157,37207,6,89,16384257,41975555
2458,tt0096219,13352,6,110,4000000,3151405
3705,tt0192701,2181,5,101,13686165,29019040
4308,tt0327437,88099,7,120,110000000,72178895
6955,tt1754944,2286,7,95,13760060,29274885
7269,tt2072029,1114,7,90,13673226,28853378
7953,tt3105350,1109,7,82,13686623,28896992
8808,tt5088794,2808,7,104,13838930,29595201
9858,tt8999372,3758,8,108,13935628,30023651
353,tt0036430,1125,4,121,13534615,28397442
4574,tt0380485,1171,6,94,13623402,28695606
6182,tt1261047,14621,7,140,14725036,33879563
8679,tt4730706,1185,7,88,13707308,28973980
51,tt0017961,1080,4,95,13524944,28360356
703,tt0049871,1579,4,117,13577764,28592096
2409,tt0095178,1855,5,105,13634111,28809768
3810,tt0225009,1742,6,97,13653384,28860315
4402,tt0349825,52232,8,135,28000000,77311012
8255,tt3698558,2591,7,82,13810524,29476493
9593,tt7692822,3401,7,90,13901902,29871259
1183,tt0062456,1300,5,100,13565264,28518709
1601,tt0074486,110859,7,89,10000,6557493
5824,tt1103153,90104,6,100,75000000,98159963
6099,tt1213856,1298,6,85,13664254,28844994
7536,tt2337841,25910,7,85,15662010,38265777
7590,tt2381249,357677,17,131,150000000,470548119
8166,tt3526408,1776,7,90,13743942,29162937
9376,tt6781982,39118,8,111,16736822,43338914
3025,tt0113074,3286,5,103,13760292,29390907
4622,tt0386820,10523,6,77,14367798,32228890
4841,tt0427089,5099,6,100,13941041,30196071
5660,tt1034032,133094,9,95,50000000,152131950
5786,tt10887902,3008,6,80,13793876,29469643
5835,tt11060730,1174,6,110,13649075,28780633
7369,tt2179936,1597,7,85,13713638,29042347
7939,tt3086582,1064,0,113,0,-10034586
224,tt0031149,1366,4,71,13551166,28479813
4366,tt0339535,6514,6,104,14043945,30698592
6087,tt1206086,28664,7,111,15838165,39170425
6449,tt1408101,474618,15,132,190000000,602000867
7265,tt2069797,7370,7,96,14170461,31214564
8978,tt5562652,4781,7,91,13999200,30351254
9640,tt7942936,1801,7,87,13775658,29270433
288,tt0033677,3811,4,108,13746824,29406997
2856,tt0108162,30542,11,107,40000000,108141112
3708,tt0192949,1724,5,100,13649897,28846736
6394,tt13717980,3521,6,105,13846922,29703741
7129,tt1910498,1243,7,95,13680657,28892759
7161,tt1937133,4972,5,96,0,-9450089
7943,tt3089778,8785,7,131,14296624,31793800
8282,tt3739110,3646,7,94,13894937,29876524
9663,tt8016662,1101,7,107,13720478,29007741
1090,tt0060186,1096,5,99,13547172,28435518
6122,tt12299714,2737,6,120,13779114,29389715
917,tt0055614,104194,8,153,6000000,22577726
3675,tt0185481,3441,6,50,13785717,29492640
4358,tt0338763,31953,7,155,16048558,40250825
5946,tt1148200,5351,6,88,13983359,30364701
8901,tt5309954,3211,7,98,13872842,29753506
9765,tt8427036,21690,8,135,15392413,36880680
9954,tt9551936,1688,8,76,13773008,29248665
1486,tt0070641,1260,5,86,13568194,28523763
3780,tt0212815,4412,1,118,0,-9565858
5132,tt0485922,1011,6,130,13621941,28672344
6399,tt13758760,1770,6,120,13707830,29043130
6475,tt1428459,3096,6,115,13814772,29548709
7062,tt1841542,7579,7,135,14182985,31279963
161,tt0027441,1461,4,70,13557447,28511482
1516,tt0071607,7849,5,88,14092587,31012907
2126,tt0088286,64256,5,90,9000000,25074613
4887,tt0436697,108033,7,103,15000000,123384128
6593,tt15145772,1471,6,115,13687974,28943171
8075,tt3371366,144385,39,154,260000000,604942143
8275,tt3731580,1703,7,92,13740338,29142634
1579,tt0073817,5910,5,114,13939721,30285193
6306,tt1323594,218221,22,95,69000000,219061104
1060,tt0059309,38212,6,165,16448740,42306285
2397,tt0094834,2943,5,90,13720358,29219652
3394,tt0126029,644399,17,90,60000000,257956947
5828,tt1103982,16458,6,77,1700000,1007962
219,tt0031002,1332,4,90,13548364,28466653
1659,tt0075993,1369,5,103,13580350,28576422
3001,tt0112492,34516,6,94,16212217,41091846
9537,tt7485508,2684,7,103,13843776,29596892
3890,tt0245712,233725,5,154,2000000,20908467
5985,tt1160629,3323,6,128,13822935,29601801
7511,tt2315152,7577,7,122,14191881,31309074
7756,tt2637294,38347,6,93,14000000,12314651
3360,tt0120802,32653,7,130,18000000,45897507
4660,tt0395461,3322,6,96,13796129,29513265
8637,tt4613254,5113,7,129,14018718,30453900
9773,tt8485772,2055,8,98,13798534,29375162
2166,tt0089562,1976,5,88,13638827,28839270
4364,tt0339419,4429,7,94,800000,62852
7444,tt2242176,1795,7,89,13730891,29122077
8035,tt3268668,6748,5,97,2000000,2801508
2613,tt0100608,1270,0,90,0,-10052220
2638,tt0101605,34487,6,118,16232787,41142597
7023,tt1815746,1469,7,93,13696485,28971015
8449,tt4126694,1986,7,80,13766343,29261030
925,tt0055830,23396,5,78,15316563,36842108
3811,tt0225029,1327,6,153,13620420,28703750
5094,tt0478160,2326,6,169,13725713,29166201
7411,tt2211173,7080,7,165,14150360,31114833
1554,tt0073008,2705,5,88,13684435,29073731
2149,tt0089066,1930,5,95,13634829,28820778
2412,tt0095222,35632,6,88,16283567,41458373
3439,tt0134786,2120,5,95,13675950,28978317
4540,tt0376006,1722,6,83,13666516,28901326
5122,tt0483577,1627,6,102,13670705,28904191
8109,tt3438252,1223,7,97,13698833,28950407
931,tt0055972,5071,5,123,13859957,29925390
3477,tt0141907,4924,1,104,90000000,246468084
8749,tt4922674,3008,7,104,13853639,29666769
9586,tt7689936,1663,7,88,13763599,29214750
4225,tt0308208,19869,9,91,70000000,191857623
4498,tt0368975,16367,6,89,14829863,34426577
7988,tt3170458,25056,8,106,15607507,37985693
8578,tt4437216,7699,2,96,0,23020
1660,tt0076001,1810,0,95,0,1622164
