tconst,FullText
tt2268433,end of a gun
tt2275743,"berlin, i love you: latest installment of the cities of love franchise (paris, je taime / new york, i love you / rio, eu te amo), this collective feature-film is made of ten stories of romance set in the german capital."
tt2275794,gori tere pyaar mein!
tt2275813,vegetarian cannibal
tt2277834,dark cove
tt2278870,beyond the edge
tt2278871,"blue is the warmest colour: adeles life is changed when she meets emma, a young woman with blue hair, who will allow her to discover desire, to assert herself as a woman and as an adult. in front of others, adele grows, seeks herself, loses herself, finds herself. blue is the warmest color centers on a 15-year-old girl named adele (adele exarchopoulos) who is climbing to adulthood and dreams of experiencing her first love. a handsome male classmate falls for her, but an unsettling erotic reverie upsets the romance before it begins. adele imagines that the mysterious, blue-haired girl she encountered in the street slips into her bed and possesses her with an overwhelming pleasure. that blue-haired girl is a confident older art student named emma (lea seydoux), who will soon enter adeles life for real, leading to an intense and complicated love story that spans a decade and is touchingly universal in its depiction. [ifc films] france homophobia love lesbian relationship gay interest coming of age lesbian teenage girl sexual attraction teenage love based on graphic novel high school student sexual desire teenage sexuality lgbt sexual awakening social class"
tt2280964,real
tt2282829,kac wawa
tt2282849,porn in the hood: 3 childhood friends who have never left their hometown in the suburb try to get into porn as a way earning easy money. pornography celibacy sexual fantasy hood porn producer
tt2283748,omg: oh my god!
tt2288005,a turtles tale 2: sammys escape from paradise
tt2290709,the appearing
tt2290840,masquerade
tt2292955,the billionaire
tt2292959,"the canyons: the discovery of an illicit love affair leads two young angelenos on a violent, sexually charged tour through the dark side of human nature. manipulative and scheming young movie producer christian makes films to keep his trust fund intact, while his actress girlfriend and bored plaything, tara, hides a passionate affair with an actor from her past. when christian becomes aware of taras infidelity, the young angelenos are thrust into a violent, sexually-charged tour through the dark side of human nature. [ifc films] sex adultery jealousy nudity seduction control liar hollywood fear threesome possessiveness psychotherapy film industry snooping mind games affair trust fund baby"
tt2293750,scorned
tt2295750,it happened in saint-tropez
tt2297063,"whitewash: in the harsh, wintry woods of rural quebec, bruce (thomas haden church), a down-on-his-luck snowplow operator, accidentally kills a man during a drunken night joyride. stricken with panic, he hides the body and takes to the deep wilderness in hopes of outrunning both the authorities and his own conscience. but as both begin to close in, bruce falls apart mentally and morally and mysteries unravel to reveal who he was before the accident, the truth behind his victim, and the circumstances that brought them together in a single moment. [oscilloscope laboratories]"
tt2297164,doomsday book
tt2301592,"the dance of reality: after a 23-year hiatus, the dance of reality marks the triumphant return of alejandro jodorowsky, the visionary chilean filmmaker behind cult classics el topo and the holy mountain. in the radiantly visceral autobiographical film, a young jodorowsky is confronted by a collection of compelling characters that contributed to his burgeoning surreal consciousness. the legendary filmmaker was born in 1929 in tocopilla, a coastal town on the edge of the chilean desert, where the film was shot. blending his personal history with metaphor, mythology, and poetry, the dance of reality reflects jodorowskys philosophy that reality is not objective but rather a dance created by our own imaginations."
tt2301900,puppet master x: axis rising
tt2302966,i
tt2304771,"mandela: long walk to freedom: a chronicle of nelson mandelas life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of south africa. a chronicle of nelson mandelas life, from his childhood in a rural village through to his inauguration as the first democratically elected president of south africa. prison south africa apartheid biography nelson mandela historical figure"
tt2304915,"the green prince: as a defiant teenager growing up in palestine, mosab hassan yousefs fervor against israel  was unquestionable, ultimately landing him in prison. shaken by hamass brutality within the prisons walls and a growing disgust for their methods, particularly suicide bombing, he had an unexpected change of heart and began to see hamas as more of a problem than a solution. recruited by the shin bet (israels internal security agency) and given the code name green prince, he spied on the hamas elite for over a decade, constantly risking exposure and certain death while grappling with the perception that he had betrayed his own family and people. along the way, what started as a cautious alliance between mosab and his shin bet handler gonen ben yitzhak grew into an enduring loyalty that no one could have predicted. [music box films]"
tt2304953,"reasonable doubt: when up-and-coming district attorney mitch brockden (dominic cooper) commits a fatal hit-and-run, he feels compelled to manipulate the case to acquit the accused criminal who was found with the body and blamed for the crime.  following the trial, mitchs worst fears come true when he realizes that his actions freed a guilty man, and he soon finds himself on the hunt for the killer before more victims pile up."
tt2306745,"sound city: dave grohl directs this documentary about the legendary, but now defunct, analog recording studio in van nuys, california."
tt2309260,"the gallows: 20 years after a horrific accident during a small town school play, students at the school resurrect the failed show in a misguided attempt to honor the anniversary of the tragedy - but soon discover that some things are better left alone. twenty years after an accident caused the death of the lead actor during a high school play, students at the same small town school resurrect the failed stage production in a misguided attempt to honor the anniversary of the tragedybut ultimately find out that some things are better left alone.
 gallows high school tragedy hanging found footage stage production"
tt2310332,"the hobbit: the battle of the five armies: immediately after the events of the desolation of smaug, bilbo and the dwarves try to defend erebors mountain of treasure from others who claim it: the men of the ruined laketown and the elves of mirkwood. meanwhile an army of orcs led by azog the defiler is marching on erebor, fueled by the rise of the dark lord sauron. dwarves, elves and men must unite, and the hope for middle-earth falls into bilbos hands. having reclaimed their homeland from the dragon smaug, the company has unwittingly unleashed a deadly force into the world. enraged, smaug rains his fiery wrath down upon the defenseless men, women and children of lake-town. obsessed above all else with his reclaimed treasure, thorin sacrifices friendship and honor to hoard it as bilbos frantic attempts to make him see reason drive the hobbit towards a desperate and dangerous choice. but there are even greater dangers ahead. unseen by any but the wizard gandalf, the great enemy sauron has sent forth legions of orcs in a stealth attack upon the lonely mountain. as darkness converges on their escalating conflict, the races of dwarves, elves and men must decide  unite or be destroyed. bilbo finds himself fighting for his life and the lives of his friends in the epic battle of the five armies, as the future of middle-earth hangs in the balance. corruption elves dwarves orcs middle-earth (tolkien) hobbit dragon battle unlikely friendship epic battle sword and sorcery"
tt2312184,all about the money
tt2314886,breakout
tt2315152,a werewolf boy
tt2315226,the great passage
tt2318625,"out in the dark: nimer, a palestinian student and dedicated son, dreams of studying abroad and of a better life. one fateful night he meets roy, an israeli lawyer, and the two fall in love. as their relationship deepens, nimer is confronted with the harsh realities of a palestinian society that refuses to accept him for his sexual identity, and an israeli society that rejects him for his palestinian nationality.
when his close friend is caught hiding illegally in tel aviv and sent back to the west bank to be brutally murdered, nimer is sent hurling down a path of personal sacrifice and mortal danger. 
now he must choose between the life he thought he wanted and his love for roy."
tt2320073,a viking saga: the darkest day
tt2320968,back on track
tt2321341,house of bodies
tt2321405,"my life as a zucchini: after his motheraos death, zucchini is befriended by a kind police officer, raymond, who accompanies him to his new foster home filled with other orphans his age. there, with the help of his newfound friends, zucchini eventually learns to trust and love as he searches for a new family of his own. after his mothers sudden death, zucchini is befriended by a police officer, raymond, who accompanies him to his new foster home, filled with other orphans his age. at first he struggles to find his place in this at times strange and hostile environment. but with raymonds help and his newfound friends, zucchini eventually learns to trust and love, as he searches for a new family of his own. [gkids] orphanage thief orphan police officer alcoholic amusement park"
tt2321421,mee shivajiraje bhosale boltoy
tt2322441,"fifty shades of grey: when college senior anastasia steele steps in for her sick roommate to interview prominent businessman christian grey for their campus paper, little does she realize the path her life will take. christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to ana, and she to him. though sexually inexperienced, ana plunges headlong into an affair -- and learns that christians true sexual proclivities push the boundaries of pain and pleasure. recent college graduate anastasia steele begins a sexually charged relationship with handsome, yet tormented billionaire christian grey. based on novel perversion spanking billionaire bdsm woman director"
tt2325517,"almost human: a quiet night on the outskirts of a small town in maine is interrupted when seth (graham skipper) witnesses his best friend mark (josh ethier) vanish in a brilliant flash of blue light. two years later, seth is still dealing with the fallout from the freaky incident, amid local suspicion that he is to blame for his friends disappearance. when a string of grisly murders disrupts the community, seth believes mark has returned. together with marks ex-girlfriend jen (vanessa leigh), he races to find out if their friend is responsibleor if something beyond their understanding is unfolding before them. [ifc films]"
tt2325518,"beneath: when a group of young friends commemorating their high school graduation take a trip to the remote black lake, their celebration turns into a nightmare with the sudden appearance of a bloodthirsty, underwater predator. stuck in a leaking boat with no oars, the teens face the ultimate test of friendship and sacrifice during a terror-stricken fight for survival. [chiller films]"
tt2325539,bagavathi
tt2326574,"the identical: the son of a preacher rejects his fathers desire for him to join the ministry and instead embarks on a career as a rock singer. as he struggles to pursue his dream and rise to stardom, he finds love, pain, success and failure, and ultimately uncovers a hidden family secret that reveals who he really is. its a captivating story about a family restored, and a life discovered."
tt2327239,cameraman gangatho rambabu
tt2328549,"dark touch: in a remote town in ireland, eleven-year-old niamh finds herself the sole survivor of a bloody massacre that killed her parents and younger brother. suspecting a gang of homicidal vandals, the police ignore neves explanation that the house is the culprit. to help ease her trauma, dutiful neighbors nat and lucas take her in with the supervision of a social worker. neve has trouble finding peace with the wholesome and nurturing couple, and horrific danger continues to manifest."
tt2328922,"it felt like love: on the outskirts of brooklyn, a fourteen-year-olds sexual quest takes a dangerous turn when she pursues an older guy and tests the boundaries between obsession and love. [variance films]"
tt2334649,"fruitvale station: the true story of oscar, a 22-year-old bay area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008. the true story of oscar grant, a 22-year-old bay area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008. police brutality based on true story racism docudrama day in a life"
tt2334733,"madame bovary: emma bovary (mia wasikowska), the beautiful wife of a small-town doctor, engages in a series of extramarital affairs in an attempt to advance her social status."
tt2334871,"snatched: when her boyfriend dumps emily, a spontaneous woman in her 30s, she persuades her ultra-cautious mom to accompany her on a vacation to ecuador. when these two very different women are trapped on this wild journey, their bond as mother and daughter is tested and strengthened while they attempt to navigate the jungle and escape. after her boyfriend dumps her on the eve of their exotic vacation, impetuous dreamer emily middleton (amy schumer) persuades her ultra-cautious mother, linda (goldie hawn) to travel with her to paradise. polar opposites, emily and linda realize that working through their differences as mother and daughter - in unpredictable, hilarious fashion - is the only way to escape the wildly outrageous jungle adventure they have fallen into. ransom kidnapping tourist vacation mother daughter relationship crime ecuador"
tt2337841,bottom of the world
tt2338151,"pk: this experimental satire is a comedy of ideas about an alien in the city, who asks questions that no one has asked before. they are innocent, child-like questions, but they bring about catastrophic answers. people who are set in their ways for generations, are forced to reappraise their world when they see it from pks innocent eyes. in the process pk makes loyal friends and powerful foes, mends broken lives and angers the establishment. pks childlike curiosity transforms into a spiritual odyssey for him and millions of others. this offbeat, experimental drama is an ambitious and uniquely original exploration of complex philosophies. it is also a simple and humane tale of love, laughter and letting-go. finally, it is a moving saga about a friendship between strangers from worlds apart. society friendship love alien religion sociology belief in god"
tt2338454,unicorn store: a woman named kit receives a mysterious invitation that would fulfill her childhood dreams.
tt2339741,"the woman in black 2: angel of death: 40 years after the first haunting at eel marsh house, a group of children evacuated from wwii london arrive, awakening the houses darkest inhabitant. england, 1941 with london in the midst of the blitz, two teachers evacuate a group of schoolchildren to the abandoned eel marsh house. seeking safety from the bombs in the remote coastal location, the group instead find themselves facing an evil far more frightening when their arrival awakens the woman in black. based on novel haunted house supernatural sequel haunting ghost"
tt2343601,"knuckleball!: the film follows the major leagues only knuckleballers in 2011, tim wakefield and r.a. dickey, as they pursue a mercurial art form in a world that values speed, accuracy, and numerical accountability. (filmbuff)"
tt2344678,himmatwala
tt2345613,leprechaun: origins
tt2351177,bhooter bhabishyat
tt2352488,"interior. leather bar.: in order to avoid an x rating, 40 minutes of gay s&m footage was rumored to be cut and destroyed from the 1980 film, cruising. inspired by the mythology of this controversial film, filmmakers james franco and travis mathews collaborate to imagine their own lost footage. amid the backdrop of a frenzied film set, actor val lauren reluctantly agrees to take the lead in the film. val is repeatedly forced to negotiate his boundaries during scenes on and off camera, as unsimulated gay sex happens around him. the film itself is constructed as a play with boundaries remaining queer in subject and form. as much a film about filmmaking as it is about an exploration of sexual and creative freedom, interior. leather bar. defies easy categorization."
tt2356180,"bhaag milkha bhaag: the true story of the flying sikh world champion runner and olympian milkha singh who overcame the massacre of his family, civil war during the india-pakistan partition, and homelessness to become one of indias most iconic athletes. running fight sikh knife biography sister past love jail slaughter family sports history action athelete"
tt2357770,"all the wilderness: james (kodi smit-mcphee) has shut himself off from his surroundings, falling into a world of imagination and darkness. visits with his psychiatrist have proven unhelpful - though he takes a liking to fellow patient, val. as james begins to rebel against his single mother, he ventures into the night where he meets a mysterious kid who welcomes him into an eccentric city. relationships are put to the test as james navigates unfamiliar territory, wrestling with the reality of his own personal wilderness. [screen media films]"
tt2357788,"bridegroom: bridegroom tells the emotional journey of shane and tom, two young men in a loving and committed relationship that was cut tragically short by a misstep off the side of a roof. the story of what happened after this accidental death - of how people without the legal protections of marriage can find themselves completely shut out and ostracized - is poignant, enraging and opens a window onto the issue of marriage equality and human rights like no speech or lecture ever will."
tt2358456,"i am big bird: the caroll spinney story: for 45 years, caroll spinney has been beloved by generations of children as the man behind sesame streets big bird and oscar the grouch - and at 80 years old, he has no intention of stopping. a loving portrait of the man in the yellow suit, i am big bird features extraordinary footage of spinneys earliest collaborations with jim henson as it traces his journey from bullied child to childhood icon. and as the yellow feathers give way to grey hair, it is the man, not the puppet, who will steal your heart. [tribeca film]"
tt2358891,"the great beauty: jep gambardella has seduced his way through the lavish nightlife of rome for decades, but after his 65th birthday and a shock from the past, jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty. jep gambardella has seduced his way through the lavish nightlife of rome for decades, but after his 65th birthday and a shock from the past, jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty. alcohol rome vatican based on novel birthday nightclub nudity artist beauty party love church art drug"
tt2358911,berserk: the golden age arc ii - the battle for doldrey
tt2359024,"blue ruin: the quiet life of a beach bum is upended by dreadful news. he sets off for his childhood home to carry out an act of vengeance but proves an inept assassin and finds himself in a brutal fight to protect his estranged family. a beach bum finds his quiet life upended by dreadful news and sets off for his childhood home to carry out an act of revenge. proving an inept assassin, he winds up in a brutal fight to protect his estranged family. revenge drifter virginia character study neo-noir visual storytelling mumblegore"
tt2359427,"linsanity: basketball sensation jeremy lin came from a humble background to make an unbelievable run in the nba. state high school champion, all-ivy league at harvard, undrafted by the nba and unwanted there: his story started long before he landed on broadway."
tt2359810,raanjhanaa: a small-town boy needs to break through the class divide to gain acceptance from his childhood sweetheart who is in love with big city ideals. unrequited love teenage love inter religion relationship tragic love story
tt2363047,22 female kottayam
tt2364774,kill or be killed
tt2364841,"runner runner: when a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur. princeton grad student richie, believing hes been swindled, travels to costa rica to confront online gambling tycoon ivan block. richie is seduced by blocks promise of immense wealth, until he learns the disturbing truth about his benefactor. when the fbi tries to coerce richie to help bring down block, richie faces his biggest gamble ever: attempting to outmaneuver the two forces closing in on him. gambling casino gambling debts dirty cop puerto rico"
tt2366450,stories we tell: director sarah polley looks into her past and excavates layers of myth and memory to find the elusive truth at the core of a family of storytellers.
tt2366608,"lost river: a single mother is swept into a dark underworld, while her teenage son discovers a road that leads him to a secret underwater town. set against the surreal dreamscape of a vanishing city, billy (christina hendricks), a single mother of two, is swept into a macabre and dark fantasy underworld while her teenage son, bones, discovers a secret road leading to an underwater town. both billy and bones must dive deep into the mystery if their family is to survive. underworld lost city"
tt2366806,the day of the living dead
tt2367066,lord of tears
tt2368749,after lucia
tt2369154,r... rajkumar
tt2370140,crossfire hurricane
tt2370228,all i need
tt2371158,secrets of war
tt2372776,"harry dean stanton: partly fiction: harry dean stanton: partly fiction is an impressionistic portrait of the iconic actor comprised of intimate moments, film clips from some of his 250 films and his own heart-breaking renditions of american folk songs.  the film explores the actors enigmatic outlook on his life, his unexploited talents as a musician, and includes candid reminiscences by david lynch, wim wenders, sam shepard, kris kristofferson and debbie harry."
tt2374002,sweet little lies
tt2374144,gintama the movie: the final chapter - be forever yorozuya
tt2374196,solo
tt2374902,"metalhead: a decade after a farming accident takes the life of her heavy metal music-obsessed older brother, hera  (thora bjorg helga) transforms into a sexy, surly headbanger and diy musician, dressed in black leather and a slayer t-shirt, clutching her dead brothers electric guitar as she howls anthems of rage to a barn full of cows. seemingly trapped in a haunted landscape of slaughterhouses and barren winter fields, making all the wrong choices in her life  including coming on to the local priest and sleeping with her platonic best friend  hera slowly, painfully comes to terms with her familys loss and the sound of her own true voice."
tt2375605,"the act of killing: in a place where killers are celebrated as heroes, these filmmakers challenge unrepentant death-squad leaders to dramatize their role in genocide. the result is a surreal, cinematic journey, not only into the memories and imaginations of mass murderers, but also into a frighteningly banal regime of corruption and impunity. a documentary in which former indonesian death squad leaders reenact their real-life mass-killings in various cinematic genres. corruption war indonesia"
tt2376134,tamla rose
tt2376218,"the forger: the worlds best art forger (john travolta) makes a deal with a crime syndicate to get an early release from prison, but in return he must pull off an impossible heist - he must forge a painting by claude monet, steal the original from a museum, and replace it with a replica so perfect that no one will notice. he enlists the help of his father (christopher plummer) and son (tye sheridan) and together they plan the heist of their lives!"
tt2378191,the haunting of helena
tt2380307,"coco: despite his familys baffling generations-old ban on music, miguel (anthony gonzalez) dreams of becoming an accomplished musician like his idol, ernesto de la cruz (benjamin bratt). desperate to prove his talent, miguel finds himself in the stunning and colourful land of the dead following a mysterious chain of events. along the way, he meets charming trickster hector (gael garcia bernal), and together, they set off on an extraordinary journey to unlock the real story behind miguels family history."
tt2381111,"brooklyn: in 1950s ireland and new york, young ellis lacey has to choose between two men and two countries. eilis lacey (saoirse ronan) is a young irish immigrant navigating her way through 1950s brooklyn. lured by the promise of america, eilis departs ireland and the comfort of her mothers home for the shores of new york city. the initial shackles of homesickness quickly diminish as a fresh romance sweeps eilis into the intoxicating charm of love. but soon, her new vivacity is disrupted by her past, and she must choose between two countries and the lives that exist within. [fox searchlight pictures] love triangle based on novel homesickness vororte ship community marriage working class boarding house ireland brooklyn new york city journey dual life irish immigrant 1950s"
tt2381249,"mission: impossible - rogue nation: ethan and team take on their most impossible mission yet, eradicating the syndicate - an international rogue organization as highly skilled as they are, committed to destroying the imf. with the imf disbanded, and ethan (tom cruise) out in the cold, the team now faces off against a network of highly skilled special agents, the syndicate. these highly trained operatives are hellbent on creating a new world order through an escalating series of terrorist attacks. ethan gathers his team and joins forces with disavowed british agent ilsa faust (rebecca ferguson), who may or may not be a member of this rogue nation, as the group takes on their most impossible mission yet. [paramount pictures] london england spy austria villain sequel mission conspiracy vienna opera vienna"
tt2382298,"life itself: in 2013, we lost roger ebertarguably the nations best-known and most influential movie critic. based on his memoir of the same name, life itself recounts eberts fascinating and flawed journeyfrom politicized school newspaperman, to chicago sun-times movie critic, to pulitzer prize winner, to television household name, to the miracle of finding love at 50, and finally his third act as a major voice on the internet when he could no longer physically speak. [magnolia pictures]"
tt2385074,thanatomorphose
tt2387408,"the damned: american david reynolds (peter facinelli), widowed from his colombian-born wife, flies to bogota with his new fiancee (sophia myles) to retrieve his rebellious teenage daughter jill (nathalia ramos).  en route to the city of medellin, a car accident leaves them stranded in a rundown isolated inn.  when they discover the old innkeeper has locked a young girl in the basement, they are determined to set her free.   [ifc films]"
tt2387499,"keeping up with the joneses: an ordinary suburban couple finds itaos not easy keeping up with the joneses ai their impossibly gorgeous and ultra-sophisticated new neighbors ai especially when they discover that mr. and mrs. aujonesau are covert operatives. an ordinary suburban couple (zach galifianakis, isla fisher) finds its not easy keeping up with the joneses (jon hamm, gal gadot)  their impossibly gorgeous and ultra-sophisticated new neighbors  especially when they discover that mr. and mrs. jones are covert operatives. suburb"
tt2392447,ungli
tt2393775,dhenikaina ready
tt2393827,howl
tt2395385,"+1: three college friends go to the biggest party of the year, each looking for something different: love, sex and a simple human connection. when a mysterious phenomenon disrupts the party, it lights a fuse on what will become the strangest night anyone has ever seen. as the three friends struggle to find what theyre looking for, the party quickly descends into a chaos that challenges if they can stay friends or if they can even stay alive. [ifc films]"
tt2395469,gully boy: a coming-of-age story based on the lives of street rappers in mumbai.
tt2396436,lemon tree passage
tt2396701,the haunting of whaley house
tt2398143,colosio
tt2400275,"goodbye to language: the idea is simple: a married woman and a single man meet. they love, they argue, fists fly. a dog strays between town and country. the seasons pass. the man and woman meet again. the dog finds itself between them. the other is in one, the one is in the other and they are three. the former husband shatters everything. a second film begins: the same as the first, and yet not. from the human race we pass to metaphor. this ends in barking and a babys cries. in the meantime, we will have seen people talking of the demise of the dollar, of truth in mathematics and of the death of a robin."
tt2400291,"the barkley marathons: the race that eats its young: every year, 40 runners come from around the world to a small town in tennessee to test their limits in a cultlike, quirky, and virtually impossible trail race created by the mysterious lazarus lake. with a secret application process, unknown start time, and a course that changes every year, the barkley marathons has only had 10 people finish in 25 years. inspired by a historic prison escape gone awry, what follows is an oddly inspiring story where pain has value, failure is spectacular, and it only costs $1.60."
tt2401223,richard pryor: omit the logic
tt2401621,de marathon
tt2401878,"anomalisa: a man crippled by the mundanity of his life experiences something out of the ordinary. michael stone, an author of books on the subject of customer service, struggles to connect with people. one night, while on a routine business trip, he meets lisa, a stranger with a unique voice. sex depression existentialism"
tt2402927,"carol: in 1950s new york, a department-store clerk who dreams of a better life falls for an older, married woman. set in 1950s new york, two women from very different backgrounds find themselves in the throes of love. a young woman in her 20s, therese belivet (rooney mara), is a clerk working in a manhattan department store and dreaming of a more fulfilling life when she meets carol (cate blanchett), an alluring woman trapped in a loveless, convenient marriage. as an immediate connection sparks between them, the innocence of their first encounter dims and their connection deepens. while carol breaks free from the confines of marriage, her husband (kyle chandler) threatens her competence as a mother when carols involvement with therese and close relationship with her best friend abby (sarah paulson) comes to light. as carol leaves the comfort of home to travel with therese, an internal journey of self-discovery coincides with her new sense of space. [twc] gay new york female nudity chicago sex hotel new years eve age difference department store nudity photography road trip lesbian relationship mother daughter relationship lesbian divorce lgbt mother child relationship child custody older woman younger woman relationship christmas 1950s"
tt2402985,"ping pong summer: in 1985 a summer vacation in ocean city, md., changes the life of a shy white teen whos obsessed with table tennis and hip-hop music. the year is 1985. rad miracle is a shy 13-year-old white kid whos obsessed with two things: ping pong and hip hop. during his familys annual summer vacation to ocean city, maryland, rad makes a new best friend, experiences his first real crush, becomes the target of rich local bullies, and finds an unexpected mentor in his outcast next-door neighbor. ping pong summer is about that time in your life when youre treated like an alien by everyone around you, even though you know deep down youre as funky fresh as it gets. ping pong vacation independent film"
tt2403558,"catch hell: former hollywood star reagan pearce (ryan phillippe) is kidnapped by two men connected to his past while on location in louisiana. when he wakes up bound and chained in a rundown shack, he soon discovers the real motives of his captors and finds himself in the middle of a twisted scheme with little chance to survive. with no rescue in sight, reagan must use every ounce of strength he has left to break free and get his revenge. [phase 4 films]"
tt2403961,the 7th floor
tt2404425,"woman in gold: maria altmann, an octogenarian jewish refugee, takes on the austrian government to recover a world famous painting of her aunt plundered by the nazis during world war ii, she believes rightfully belongs to her family. she did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the nazis. sixty years after she fled vienna during world war ii, an elderly jewish woman, maria altmann (helen mirren), starts her journey to retrieve family possessions seized by the nazis, among them klimts famous painting the lady in gold. together with her inexperienced but plucky young lawyer randy schoenberg (ryan reynolds), she embarks upon a major battle which takes them all the way to the heart of the austrian establishment and the u.s. supreme court, and forces her to confront difficult truths about the past along the way. [twc] nazis based on true story art stolen painting"
tt2404801,kumki
tt2406676,ek thi daayan
tt2409302,why dont you play in hell?: a renegade film crew becomes embroiled with a yakuza clan feud.
tt2409818,"open windows: nick (elijah wood) is excited to discover that hes won a dinner date with his favorite actress, jill goddard (sasha grey). but when jill refuses to honor the contest, her manager chord (neil maskell) makes an offer nick cant refuse: the ability to view jill secretly via computer. nick begins watching the unknowing star on her webcam, not realizing that this decision will put both himself and jill at risk as they enter a terrifying world of cat-and-mouse where nothingand no oneare as they seem."
tt2411144,the queen of spain: macarena granada (penelope cruz) flees the glitz and glamour of 1950s hollywood to return to her roots in spain where she has signed on to star in an epic film as queen isabella of spain.
tt2414196,the maid
tt2415372,"inner worlds, outer worlds"
tt2416424,00 schneider - im wendekreis der eidechse
tt2417154,filmage: the story of descendents/all
tt2417560,filmistaan
tt2417650,30 nights of paranormal activity with the devil inside the girl with the dragon tattoo
tt2417712,"goon: last of the enforcers: after one too many concussions, hockey enforcer doug glatt (seann william scott) is forced to give up his aspirations of going to the big show and settle into a buttoned down career as an insurance salesman at the urging of his pregnant wife eva (alison pill). however, doug cant resist the siren call of the highlanders, so he sets course to reclaim his former glory."
tt2418372,abuse of weakness: a stroke-afflicted filmmaker (isabelle huppert) is manipulated by a notorious con man.
tt2424028,bring me the head of the machine gun woman
tt2429144,chambaili
tt2433040,beyond the mask: a former assassin tries to redeem himself by becoming a masked highwayman in colonial america. mercenary
tt2436046,antboy
tt2436682,"the duel: a texas ranger investigates a series of unexplained deaths in a town called helena. a texas ranger (liam hemsworth) investigates a series of murders in a small town led by a charismatic preacher (woody harrelson). however, the routine undercover investigation soon turns personal for the ranger who must solve the case before he loses everything to the mysterious town. hunting human beings murder"
tt2438644,"department q: the keeper of lost causes: based on the international bestseller, the riveting first film in the department q series introduces maverick detective carl mrck (nikolaj lie kaas) who, after majorly botching an assignment, is relegated to reviewing cold cases. with his new partner (fares fares), the moody mrck begins digging into the unsolved disappearance of a high-ranking female politician (sonja richter) who supposedly committed suicide but whose body was never recovereda mystery that plunges the investigators into a dark and disturbing conspiracy. a nonstop series of ingenious twists and shocking surprises keep the suspense simmering in this stylish thriller. [ifc films]"
tt2439946,40 days and nights
tt2440354,naayak
tt2446502,zombie hunter
tt2446600,"next goal wins: in 2001, the tiny pacific island of american samoa suffered a world record 31-0 defeat at the hands of australia, garnering headlines across the world as the worst soccer team on the planet. a decade after that humiliating night, they remain rooted to the bottom of fifas world rankings, having scored only twice in seventeen years. they have lost every competitive game they have ever played. against this backdrop of serial underachievement, the team face the daunting prospect of a qualification campaign for the upcoming 2014 world cup in brazil. it would take a miracle-maker or a madman to turn the teams fortunes around - and in maverick dutch coach thomas rongen the islanders somehow find both."
tt2449638,"atomica: in the near future, when communications go offline at a remote nuclear power plant isolated in the desert, a young safety inspector, abby dixon, is forced to fly out to bring them back online. once inside the facility, mysterious clues and strange behaviors cause abby to have doubts about the sanity, and perhaps identities, of the two employees onsite."
tt2450334,no clue
tt2452042,"the peanuts movie: snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal charlie brown begins his own epic quest back home. charlie brown, snoopy, lucy, linus and the rest of the beloved peanuts gang make their big-screen debut, like theyve never been seen before, in state of the art 3d animation. charlie brown, the worlds most beloved underdog, embarks upon an epic and heroic quest, while his best pal, the lovable beagle snoopy, takes to the skies to pursue his arch-nemesis, the red baron. [20th century fox] based on comic family 3d charlie brown snoopy"
tt2452244,"isnt it romantic: new york city architect natalie works hard to get noticed at her job but is more likely to be asked to deliver coffee and bagels than to design the citys next skyscraper.  and if things werent bad enough, natalie, a lifelong cynic when it comes to love, has an encounter with a mugger that renders her unconscious, waking to discover that her life has suddenly become her worst nightmarea romantic comedyand she is the leading lady. [warner bros.]"
tt2460426,"park avenue: money, power and the american dream"
tt2464690,the rack pack
tt2465140,"the single moms club: a group of single moms are brought together in the aftermath of an incident at their childrens school. brought together by an incident at their childrens school, a group of single mothers from different walks of life bond, and create a support group that helps them find humor in the obstacles of life."
tt2465578,"human capital: the destinies of two families are irrevocably tied together after a cyclist is hit off the road by a jeep in the night before christmas eve. human capital begins at the end, as a cyclist is run off the road by a careening suv the night before christmas eve. as details emerge of the events leading up to the accident, the lives of the well-to-do bernaschi family, privileged and detached, will intertwine with the ossolas, struggling to keep their comfortable middle-class life, in ways neither could have expected. dino ossola (fabrizio bentivoglio), in dire financial straits, anticipates the birth of twins with his second wife (valeria golino). meanwhile, dinos teenage daughters relationship with hedge-fund manager giovanni bernaschis playboy son complicates an already tricky social dance of status, money and ambition. [film movement]"
tt2466684,heavenly shift
