,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,title_language,isEN
6228,tt0094407,odipussi,Ödipussi,1988,,88,3717.0,True,fi,False
6229,tt0094594,1969,1969,1988,,95,3739.0,False,unknown,False
6230,tt0094737,big,nan,1988,,104,210527.0,True,tl,False
6231,tt0094794,the brain,nan,1988,,94,2397.0,False,en,True
6232,tt0094799,"bright lights, big city",nan,1988,,107,,False,en,True
6233,tt0094813,bulletproof,Bulletproof,1987,,93,1344.0,False,af,False
6234,tt0095262,mobile suit gundam: char's counterattack,Kidô Senshi Gundam: Gyakushû no Shâ,1988,,124,1573.0,True,sw,False
6235,tt0095467,a short film about love,Krótki film o milosci,1988,,87,21976.0,True,pl,False
6236,tt0095497,the last temptation of christ,The Last Temptation of Christ,1988,,164,55361.0,True,en,True
6237,tt0095511,la lectrice,nan,1988,,99,1610.0,True,fr,False
6238,tt0095953,rain man,Rain Man,1988,,133,,True,id,False
6239,tt0096037,satisfaction,nan,1988,,92,3514.0,False,fr,False
6240,tt0097174,deathstalker and the warriors from hell,Deathstalker and the Warriors from Hell,1988,,86,,False,en,True
6241,tt0097263,edge of sanity,nan,1989,,85,1457.0,False,en,True
6242,tt0097940,mystery train,nan,1989,,110,27376.0,True,en,True
6243,tt0098319,shirley valentine,nan,,1989,108,7768.0,True,tr,False
6244,tt0098999,agneepath,Agneepath,1990,,174,8791.0,True,en,True
6245,tt0099395,def by temptation,Def by Temptation,1990,,95,1550.0,False,en,True
6246,tt0099701,the rift,nan,1990,,83,,False,en,True
6247,tt0099785,home alone,Home Alone,1990,,103,522658.0,True,it,False
6248,tt0100151,mindwalk,Mindwalk,1990,,112,3034.0,True,so,False
6249,tt0100332,paris is burning,Paris Is Burning,1990,,71,14395.0,True,en,True
6250,tt0101660,the dark backward,The Dark Backward,1991,,101,3660.0,False,en,True
6251,tt0101698,defending your life,nan,1991,,112,18397.0,True,cy,False
6252,tt0101775,drop dead fred,Drop Dead Fred,1991,,103,28135.0,False,nl,False
6253,tt0102011,"he said, she said","He Said, She Said",1991,,115,6876.0,False,en,True
6254,tt0102095,if looks could kill,If Looks Could Kill,1991,,88,6914.0,False,en,True
6255,tt0102388,the man in the moon,The Man in the Moon,1991,,99,16319.0,True,en,True
6256,tt0102583,"olivier, olivier","Olivier, Olivier",1992,,110,1756.0,True,af,False
6257,tt0102816,center stage,nan,1991,,126,2068.0,True,da,False
6258,tt0103077,there's nothing out there,nan,1991,,91,1536.0,False,en,True
6259,tt0104028,the black bomber,nan,1992,,116,3185.0,True,en,True
6260,tt0104299,freejack,nan,1992,,110,15791.0,False,en,True
6261,tt0104605,khiladi,Khiladi,1992,,157,7963.0,True,so,False
6262,tt0104658,l.627,L.627,1992,,145,1927.0,True,ca,False
6263,tt0104837,meatballs 4,nan,1992,,84,2336.0,False,en,True
6264,tt0105046,of mice and men,nan,1992,,115,42645.0,True,en,True
6265,tt0105089,the panama deception,nan,1992,,91,1078.0,True,en,True
6266,tt0105104,passenger 57,nan,1992,,84,47083.0,False,no,False
6267,tt0105185,pigs,nan,1992,,104,,True,tl,False
6268,tt0105438,dream of light,nan,1992,,133,,True,en,True
6269,tt0105526,the taking of beverly hills,nan,1991,,96,1197.0,False,en,True
6270,tt0105652,pushing hands,Tui shou,1991,,105,4074.0,True,en,True
6271,tt0105764,visions of light,nan,,1992,92,3175.0,True,en,True
6272,tt0106761,double dragon,Double Dragon,1994,,96,13118.0,False,en,True
6273,tt0106877,father hood,Father Hood,1993,,95,3102.0,False,en,True
6274,tt0107321,king uncle,nan,,1993,171,2810.0,False,tl,False
6275,tt0107387,leprechaun,nan,1993,,92,25966.0,False,fr,False
6276,tt0107507,manhattan murder mystery,nan,,1993,104,42564.0,True,sv,False
6277,tt0107625,mother's day,nan,1994,,95,2056.0,True,en,True
6278,tt0107894,psycho cop returns,nan,1993,,80,2590.0,False,en,True
6279,tt0108255,super mario bros.,nan,1993,,104,52587.0,False,pt,False
6280,tt0108358,tombstone,Tombstone,1993,,130,,True,en,True
6281,tt0108447,the unnamable ii: the statement of randolph carter,The Unnamable II: The Statement of Randolph Carter,1992,,104,1024.0,False,en,True
6282,tt0109066,vive l'amour,nan,1994,,118,3890.0,True,fr,False
6283,tt0109809,flesheater,FleshEater,1988,,88,1492.0,False,en,True
6284,tt0110081,to live,Huo zhe,,1994,133,17363.0,True,sw,False
6285,tt0110116,immortal beloved,nan,,1994,121,,True,sl,False
6286,tt0110255,kickboxer 4: the aggressor,nan,1994,,90,3420.0,False,en,True
6287,tt0110367,little women,nan,1994,,115,,True,en,True
6288,tt0110613,my girl 2,My Girl 2,1994,,99,19313.0,False,tr,False
6289,tt0110989,richie rich,Ri¢hie Ri¢h,,1994,95,67078.0,False,de,False
6290,tt0111019,wild reeds,Les roseaux sauvages,1994,,110,5675.0,True,fr,False
6291,tt0111174,showdown,Showdown,1993,,98,1067.0,False,pl,False
6292,tt0111190,the silence of the hams,Il silenzio dei prosciutti,1994,,81,5520.0,False,it,False
6293,tt0111282,stargate,Stargate,1994,,116,184134.0,True,id,False
6294,tt0111666,war of the buttons,nan,1994,,94,,True,en,True
6295,tt0111786,in the heat of the sun,Yang guang can lan de ri zi,1994,,134,4315.0,True,id,False
6296,tt0112602,bushwhacked,nan,1995,,90,5987.0,False,en,True
6297,tt0114388,sense and sensibility,Sense and Sensibility,1995,,136,,True,en,True
6298,tt0114465,ski school 2,nan,1994,,92,,False,pl,False
6299,tt0114489,soldier boyz,nan,1995,,90,1205.0,False,af,False
6300,tt0114496,something to talk about,nan,1995,,106,14839.0,False,en,True
6301,tt0115577,asphalt tango,Asphalt Tango,1996,,100,,True,tl,False
6302,tt0116261,eye of god,Eye of God,,1997,84,1193.0,True,en,True
6303,tt0116269,faithful,Faithful,1996,,91,2087.0,False,cy,False
6304,tt0116289,feeling minnesota,nan,1996,,99,10982.0,False,no,False
6305,tt0116426,the god of cookery,nan,1996,,88,8687.0,True,en,True
6306,tt0116828,the last days of frankie the fly,nan,1996,,96,1842.0,False,en,True
6307,tt0117070,mojave moon,Mojave Moon,1996,,95,2572.0,False,hr,False
6308,tt0117372,the preacher's wife,The Preacher's Wife,1996,,123,11819.0,False,en,True
6309,tt0117482,ripe,nan,1996,,92,1085.0,False,it,False
6310,tt0117609,sgt. kabukiman n.y.p.d.,Sgt. Kabukiman N.Y.P.D.,1990,,105,2915.0,False,id,False
6311,tt0118826,the castle,The Castle,1997,,85,15860.0,True,en,True
6312,tt0118843,"black cat, white cat",nan,1998,,127,52713.0,True,en,True
6313,tt0119084,the ex,The Ex,1996,,87,1158.0,False,en,True
6314,tt0119203,glam,Glam,1997,,92,2404.0,False,id,False
6315,tt0119239,gupt: the hidden truth,nan,1997,,173,4905.0,True,en,True
6316,tt0119502,the last time i committed suicide,nan,,1997,92,2238.0,False,en,True
6317,tt0119642,mean guns,Mean Guns,1997,,104,,False,id,False
6318,tt0119670,the mighty,nan,1998,,100,12911.0,True,en,True
6319,tt0120619,break up,Break Up,1998,,100,1858.0,False,id,False
6320,tt0120670,firestorm,Firestorm,1998,,89,3939.0,False,en,True
6321,tt0120696,hard rain,Hard Rain,1998,,97,34763.0,False,en,True
6322,tt0120731,the legend of 1900,nan,1998,,169,62087.0,True,en,True
6323,tt0120836,lost & found,Lost & Found,1999,,100,6465.0,False,de,False
6324,tt0120917,the emperor's new groove,nan,2000,,78,192434.0,True,en,True
6325,tt0123391,brigada diverse intra in actiune,nan,1970,,100,1738.0,True,ro,False
6326,tt0126861,denial,Denial,,1998,93,,False,no,False
6327,tt0127834,seven years bad luck,nan,,1921,62,1213.0,True,en,True
6328,tt0128445,rushmore,nan,,1998,93,178673.0,True,sq,False
6329,tt0129387,there's something about mary,nan,1998,,119,302761.0,True,en,True
6330,tt0130192,postmortem,nan,1998,,105,2021.0,False,pt,False
6331,tt0130444,aimee & jaguar,Aimée & Jaguar,1999,,125,6447.0,True,fr,False
6332,tt0132245,driven,Driven,2001,,116,40605.0,False,no,False
6333,tt0139615,slam,nan,1998,,100,,True,sv,False
6334,tt0139809,the thirteenth floor,The Thirteenth Floor,1999,,100,70085.0,True,en,True
6335,tt0140534,sathi leelavathi,nan,,1995,151,1359.0,True,et,False
6336,tt0142243,dragon ball z: wrath of the dragon,nan,1995,,52,8497.0,True,en,True
6337,tt0143861,scratch,nan,2001,,92,2785.0,True,en,True
6338,tt0145033,kingdom of crooked mirrors,nan,1963,,75,1287.0,True,en,True
6339,tt0154183,first rank,nan,1990,,150,,False,en,True
6340,tt0158610,the fall of rock & roll,nan,1989,,106,3140.0,True,en,True
6341,tt0163676,the in crowd,The In Crowd,2000,,105,4540.0,False,en,True
6342,tt0165623,angst,nan,1983,,87,10269.0,True,tl,False
6343,tt0166110,bones,Bones,2001,,96,,False,it,False
6344,tt0166370,subconscious cruelty,Subconscious Cruelty,2000,,92,1824.0,False,ca,False
6345,tt0167341,tommy and the wildcat,nan,1998,,102,,False,en,True
6346,tt0175536,freeway ii: confessions of a trickbaby,Freeway II: Confessions of a Trickbaby,1999,,97,2962.0,False,en,True
6347,tt0175880,magnolia,Magnolia,,1999,188,302174.0,True,it,False
6348,tt0176269,universal soldier: the return,Universal Soldier: The Return,1999,,83,28923.0,False,en,True
6349,tt0177650,company man,Company Man,2000,,95,2073.0,False,tl,False
6350,tt0179918,kamiondzije opet voze,Kamiondzije opet voze,1984,,88,1146.0,True,hr,False
6351,tt0180052,the adventures of pluto nash,nan,2002,,95,25485.0,False,en,True
6352,tt0186725,zatoichi's cane sword,Zatôichi tekka-tabi,1967,,93,1169.0,True,sw,False
6353,tt0188766,king of comedy,Hei kek ji wong,1999,,85,6806.0,True,sw,False
6354,tt0190332,"crouching tiger, hidden dragon",Wo hu cang long,2000,,120,262431.0,True,vi,False
6355,tt0192718,the man who sleeps,nan,1974,,77,3498.0,True,en,True
6356,tt0196069,samsara,Samsara,2001,,145,7829.0,True,id,False
6357,tt0196219,the wrecking crew,nan,2000,,80,1232.0,False,en,True
6358,tt0196635,international khiladi,International Khiladi,1999,,175,2216.0,False,en,True
6359,tt0200087,sarfarosh,nan,1999,,174,25084.0,True,sv,False
6360,tt0201844,survival island,Survival Island,2002,,85,4228.0,False,et,False
6361,tt0205461,thomas and the magic railroad,nan,2000,,85,4218.0,False,en,True
6362,tt0209144,memento,Memento,2000,,113,1180579.0,True,nl,False
6363,tt0209463,the wind will carry us,nan,,1999,118,10261.0,True,en,True
6364,tt0212742,after alice,After Alice,2000,,100,1750.0,False,en,True
6365,tt0213790,the ladies man,nan,2000,,84,13018.0,False,en,True
6366,tt0214871,the last patrol,nan,2000,,95,,False,en,True
6367,tt0220506,halloween: resurrection,Halloween: Resurrection,2002,,94,41851.0,False,en,True
6368,tt0227277,burnt money,nan,2000,,125,6425.0,True,en,True
6369,tt0232960,woh kaun thi?,Woh Kaun Thi?,1964,,140,1029.0,True,id,False
6370,tt0233656,epicenter,Epicenter,2000,,102,1384.0,False,it,False
6371,tt0233687,the eyes of tammy faye,The Eyes of Tammy Faye,2000,,79,1719.0,True,en,True
6372,tt0234652,sanctimony,Sanctimony,2000,,87,1586.0,False,en,True
6373,tt0241760,the new guy,The New Guy,2002,,88,,False,en,True
6374,tt0242150,xchange,nan,2001,,110,2552.0,False,de,False
6375,tt0245573,xx/xy,nan,2002,,91,3205.0,False,so,False
6376,tt0246989,tomcats,nan,2001,,95,18199.0,False,en,True
6377,tt0247944,badal,nan,2000,,166,1349.0,False,so,False
6378,tt0248126,kabhi khushi kabhie gham...,Kabhi Khushi Kabhie Gham...,2001,,210,,True,sw,False
6379,tt0248547,tholi prema,Tholi Prema,,1998,146,3869.0,True,en,True
6380,tt0252487,the chaos class,nan,,1975,87,39349.0,True,en,True
6381,tt0252490,the chaos class is waking up,nan,1977,,94,,True,en,True
6382,tt0252589,kanli nigar,Kanli Nigar,1981,,81,,True,tl,False
6383,tt0258291,wings of glass,nan,2000,,105,1559.0,False,en,True
6384,tt0259324,ghost rider,Ghost Rider,2007,,110,231319.0,False,de,False
6385,tt0261199,the price of air,The Price of Air,,2000,88,1128.0,False,en,True
6386,tt0262432,george washington,George Washington,2000,,89,8177.0,True,en,True
6387,tt0262455,gundamma katha,Gundamma Katha,1962,,166,1486.0,True,id,False
6388,tt0262942,savage souls,nan,2001,,120,1888.0,True,fr,False
6389,tt0266543,finding nemo,nan,,2003,100,993387.0,True,da,False
6390,tt0266987,spy game,nan,2001,,126,153146.0,True,pl,False
6391,tt0268282,the elm-chanted forest,Cudesna suma,1986,,83,1425.0,True,pt,False
6392,tt0269356,ice planet,nan,2001,,83,1041.0,False,nl,False
6393,tt0270321,dr. babasaheb ambedkar,nan,2000,,197,1797.0,True,so,False
6394,tt0273718,commissar shakespeare,nan,2000,,113,3222.0,False,en,True
6395,tt0274497,the ignorant fairies,nan,2001,,106,9029.0,True,en,True
6396,tt0276744,13 moons,13 Moons,2002,,93,1233.0,False,af,False
6397,tt0277615,bug,nan,2002,,86,1124.0,True,id,False
6398,tt0279983,nereye bakiyor bu adamlar,Nereye Bakiyor Bu Adamlar,1976,,88,1772.0,True,tr,False
6399,tt0281373,snow dogs,nan,2002,,99,26380.0,False,pl,False
6400,tt0283885,anja & viktor,Anja & Viktor,2001,,90,1381.0,False,sl,False
6401,tt0285665,kuruthipunal,Kuruthipunal,,1995,143,,True,id,False
6402,tt0286716,hulk,nan,2003,,138,260766.0,False,fi,False
6403,tt0287467,talk to her,Hable con ella,,2002,112,109499.0,True,es,False
6404,tt0291131,the devils,Les diables,2002,,105,1194.0,True,fr,False
6405,tt0291376,nayak: the real hero,Nayak: The Real Hero,2001,,187,15736.0,True,en,True
6406,tt0292490,dil chahta hai,Dil Chahta Hai,2001,,183,70185.0,True,id,False
6407,tt0303816,cabin fever,Cabin Fever,2002,,93,76510.0,False,nl,False
6408,tt0304711,the order,The Order,2003,,102,17432.0,False,en,True
6409,tt0306841,the lizzie mcguire movie,The Lizzie McGuire Movie,2003,,94,,False,it,False
6410,tt0307466,sin,Sin,2003,,107,,False,de,False
6411,tt0310254,tumko na bhool paayenge,nan,2002,,160,2946.0,False,tl,False
6412,tt0312773,the man of the year,O Homem do Ano,2003,,105,2869.0,True,pt,False
6413,tt0315543,open hearts,Elsker dig for evigt,2002,,113,10116.0,True,da,False
6414,tt0315642,wazir,nan,2016,,103,18501.0,True,sw,False
6415,tt0323571,nemesis game,Nemesis Game,2003,,92,2151.0,False,nl,False
6416,tt0328844,the inheritance,nan,2003,,115,4697.0,True,en,True
6417,tt0329393,mr. and mrs. iyer,nan,2002,,120,4776.0,True,da,False
6418,tt0330536,a colt is my passport,nan,1967,,84,1933.0,True,en,True
6419,tt0333701,cheese and jam,nan,2003,,92,,True,nl,False
6420,tt0333764,blue gate crossing,nan,2002,,85,3661.0,True,en,True
6421,tt0337721,the snow walker,nan,2003,,103,10448.0,True,en,True
6422,tt0340137,grande ecole,nan,2004,,110,,False,it,False
6423,tt0341495,naked weapon,nan,2002,,92,7448.0,False,sw,False
6424,tt0346491,alexander,nan,2004,,175,166862.0,False,ca,False
6425,tt0347457,daybreak,nan,2003,,110,1474.0,True,so,False
6426,tt0353357,day of wrath,nan,,2006,109,,False,en,True
6427,tt0357282,the king,nan,2002,,130,2131.0,True,en,True
6428,tt0359013,blade: trinity,Blade: Trinity,2004,,113,172067.0,False,en,True
6429,tt0361841,little black book,nan,2004,,107,17925.0,False,en,True
6430,tt0362270,the life aquatic with steve zissou,The Life Aquatic with Steve Zissou,2004,,119,189780.0,True,en,True
6431,tt0366555,dead scared,The Hazing,2004,,87,1765.0,False,en,True
6432,tt0366840,okkadu,nan,2003,,171,9170.0,True,et,False
6433,tt0368578,are we there yet?,nan,2005,,95,,False,en,True
6434,tt0372873,dragon wars: d-war,nan,2007,,107,24278.0,False,af,False
6435,tt0377818,the dukes of hazzard,The Dukes of Hazzard,2005,,104,77620.0,False,en,True
6436,tt0381681,before sunset,nan,2004,,80,250751.0,True,da,False
6437,tt0382628,dark water,nan,2005,,105,61511.0,False,af,False
6438,tt0385002,green street hooligans,nan,2005,,109,147163.0,True,nl,False
6439,tt0385751,the ketchup effect,Hip Hip Hora!,2004,,90,4678.0,False,en,True
6440,tt0388285,going the distance,nan,2004,,93,3633.0,False,en,True
6441,tt0388795,brokeback mountain,nan,2005,,134,342121.0,True,id,False
6442,tt0397401,drop dead sexy,Drop Dead Sexy,2005,,83,2423.0,False,en,True
6443,tt0402022,on flux,Æon Flux,2005,,93,126687.0,False,fr,False
6444,tt0402230,the great new wonderful,nan,2005,,88,1492.0,False,en,True
6445,tt0402906,czech dream,Ceský sen,,2004,90,2244.0,True,cs,False
6446,tt0403016,supercross,nan,2005,,80,4656.0,False,it,False
6447,tt0407732,dirty deeds,Dirty Deeds,2005,,87,8522.0,False,af,False
6448,tt0407998,the mistress of spices,nan,2005,,92,5315.0,False,en,True
6449,tt0408524,bad news bears,nan,2005,,113,21320.0,False,en,True
6450,tt0410407,orwell rolls in his grave,Orwell Rolls in His Grave,2003,,84,1131.0,True,de,False
6451,tt0413615,unforgivable blackness: the rise and fall of jack johnson,Unforgivable Blackness: The Rise and Fall of Jack Johnson,,2004,214,1517.0,True,en,True
6452,tt0415689,ouija board,Bunshinsaba,2004,,120,1457.0,False,sw,False
6453,tt0416051,mr. fix it,Mr. Fix It,,2006,93,1902.0,False,en,True
6454,tt0416991,moolaade,nan,2004,,124,3779.0,True,so,False
6455,tt0417011,nerukku ner,nan,1997,,178,2121.0,True,fi,False
6456,tt0424205,joyeux noel,Joyeux Noël,2005,,116,28972.0,True,fr,False
6457,tt0424345,clerks ii,nan,2006,,97,132963.0,True,en,True
6458,tt0424992,emma's bliss,nan,,2006,99,1980.0,True,sv,False
6459,tt0433383,"good night, and good luck.",nan,2005,,93,96558.0,True,cy,False
6460,tt0434541,macbeth,Macbeth,2006,,109,2194.0,False,cy,False
6461,tt0439876,what love is,nan,,2007,93,,False,en,True
6462,tt0441297,habana blues,nan,2005,,115,,True,tl,False
6463,tt0442286,the hidden blade,Kakushi ken oni no tsume,,2004,132,6584.0,True,fi,False
6464,tt0443431,another gay movie,nan,2006,,92,8970.0,False,en,True
6465,tt0443737,death trance,nan,2005,,89,1844.0,False,en,True
6466,tt0446055,the trials of darryl hunt,nan,2006,,106,1052.0,True,en,True
6467,tt0450405,cirque du freak: the vampire's assistant,Cirque du Freak: The Vampire's Assistant,2009,,119,44555.0,False,fr,False
6468,tt0451134,mustang sally,nan,2006,,85,1422.0,False,tl,False
6469,tt0452625,good luck chuck,nan,2007,,101,88736.0,False,pl,False
6470,tt0454776,amazing grace,Amazing Grace,,2006,118,24543.0,True,hr,False
6471,tt0457297,the butterfly effect 2,The Butterfly Effect 2,2006,,92,35369.0,False,en,True
6472,tt0457496,street fight,Street Fight,2005,,83,2046.0,True,en,True
6473,tt0466449,island of lost souls,nan,2007,,100,1773.0,False,en,True
6474,tt0466561,the border post,Karaula,2006,,94,6050.0,True,id,False
6475,tt0468965,when a man falls,When a Man Falls in the Forest,,2007,86,1343.0,False,en,True
6476,tt0472465,infection,Infection,2005,,81,1347.0,False,en,True
6477,tt0472562,shake hands with the devil,Shake Hands with the Devil,2007,,112,3373.0,True,en,True
6478,tt0473348,dead men walking,nan,2005,,82,1332.0,False,af,False
6479,tt0473604,anukokunda oka roju,nan,2005,,145,1636.0,True,hr,False
6480,tt0475228,bone dry,nan,2007,,100,1204.0,False,cy,False
6481,tt0475289,hack!,nan,2007,,89,2228.0,False,sv,False
6482,tt0478988,the call of cthulhu,The Call of Cthulhu,2005,,90,8230.0,True,en,True
6483,tt0480249,i am legend,I Am Legend,2007,,101,720796.0,True,nl,False
6484,tt0482461,barry munday,Barry Munday,2010,,95,4187.0,False,en,True
6485,tt0486674,what just happened,What Just Happened,2008,,104,27162.0,False,en,True
6486,tt0488177,my girl and i,Parang-juuibo,2005,,97,2639.0,True,id,False
6487,tt0489225,man in the chair,nan,2007,,107,1688.0,True,en,True
6488,tt0490170,love story 2050,Love Story 2050,2008,,180,2432.0,False,en,True
6489,tt0493420,the great happiness space: tale of an osaka love thief,The Great Happiness Space: Tale of an Osaka Love Thief,2006,,76,,True,en,True
6490,tt0494199,5ive girls,nan,2006,,95,3470.0,False,tr,False
6491,tt0495747,the quick and the undead,nan,2006,,80,1414.0,False,en,True
6492,tt0498199,just love me,nan,2006,,98,1588.0,False,sl,False
6493,tt0499375,guru,Guru,2007,,162,23099.0,True,id,False
6494,tt0756222,art of the devil 2,nan,2005,,100,1501.0,False,en,True
6495,tt0773318,deficit,nan,2007,,79,,False,it,False
6496,tt0779982,black sheep,Black Sheep,2006,,87,40212.0,False,en,True
6497,tt0780534,my mom's new boyfriend,nan,2008,,119,11631.0,False,cy,False
6498,tt0782042,gen,Gen,2006,,105,3511.0,False,de,False
6499,tt0787495,netherbeast incorporated,nan,2007,,93,1330.0,False,en,True
6500,tt0787524,the man who knew infinity,nan,2015,,108,55085.0,True,en,True
6501,tt0790618,remember the daze,nan,2007,,101,,False,en,True
6502,tt0800039,forgetting sarah marshall,nan,2008,,111,275550.0,True,sv,False
6503,tt0800069,the hills have eyes 2,nan,2007,,89,62963.0,False,en,True
6504,tt0803080,say that you love me,nan,2006,,87,,False,en,True
6505,tt0809504,the accidental husband,nan,2008,,90,24063.0,False,en,True
6506,tt0814380,notte prima degli esami - oggi,nan,,2007,102,2218.0,False,it,False
6507,tt0816462,conan the barbarian,nan,,2011,113,97708.0,False,en,True
6508,tt0819796,play me a love song,nan,2007,,106,1449.0,True,en,True
6509,tt0822847,priest,Priest,2011,,87,118353.0,False,de,False
6510,tt0829176,gallowwalkers,nan,2012,,90,,False,so,False
6511,tt0841032,the perfect holiday,nan,2007,,96,3091.0,False,en,True
6512,tt0845424,the abortion,Araf,2006,,97,4226.0,False,tr,False
6513,tt0858492,vikramarkudu,nan,2006,,140,3969.0,True,et,False
6514,tt0872022,heavenly forest,"Tada, kimi o aishiteru",2006,,116,3181.0,True,sw,False
6515,tt0893406,loaded,nan,2008,,98,,False,es,False
6516,tt0902952,acolytes,nan,2008,,91,2323.0,False,en,True
6517,tt0907618,aadavari matalaku ardhalu verule,nan,2007,,157,1186.0,True,et,False
6518,tt0912580,the devil came on horseback,The Devil Came on Horseback,2007,,88,1587.0,True,en,True
6519,tt0912585,ghosts of abu ghraib,nan,2007,,78,1017.0,True,en,True
6520,tt0913425,broken embraces,Los abrazos rotos,2009,,127,40029.0,True,es,False
6521,tt0951335,the new daughter,The New Daughter,,2009,108,14964.0,False,en,True
6522,tt0954937,full metal village,Full Metal Village,,2006,90,1059.0,True,it,False
6523,tt0988045,sherlock holmes,nan,2009,,128,608408.0,True,en,True
6524,tt0995827,the train: some lines should never be crossed...,The Train: Some Lines Should Never Be Crossed...,2007,,134,1137.0,False,en,True
6525,tt1010048,slumdog millionaire,Slumdog Millionaire,2008,,120,822486.0,True,cy,False
6526,tt10272386,the father,nan,2020,,97,109918.0,True,en,True
6527,tt1034305,don't look up,nan,2009,,85,,False,nl,False
6528,tt1034419,white lightnin',White Lightnin',2009,,92,1732.0,True,en,True
6529,tt1038685,the king of fighters,nan,2010,,93,4265.0,False,en,True
6530,tt1046173,g.i. joe: the rise of cobra,G.I. Joe: The Rise of Cobra,2009,,118,205593.0,False,en,True
6531,tt10530176,the call,nan,,2020,112,26797.0,True,en,True
6532,tt10534500,#home,nan,,2021,158,10591.0,True,sk,False
6533,tt10623524,chal mera putt,Chal Mera Putt,2019,,124,2705.0,True,id,False
6534,tt1067920,detective conan: the last wizard of the century,nan,1999,,105,2244.0,True,en,True
6535,tt10734864,honeydew,Honeydew,2020,,106,1436.0,False,cy,False
6536,tt10883506,a sun,Yangguang puzhao,2019,,156,7282.0,True,tl,False
6537,tt1091863,with great power: the stan lee story,nan,2010,,80,1035.0,True,en,True
6538,tt1096997,the pagan queen,The Pagan Queen,2009,,99,2155.0,False,en,True
6539,tt1097256,please vote for me,nan,2007,,58,1354.0,True,en,True
6540,tt11033952,square one: michael jackson,Square One,2019,,83,,True,fr,False
6541,tt11068166,all hands on deck,nan,2020,,95,1242.0,True,sv,False
6542,tt1119191,the killing room,nan,2009,,93,14258.0,False,en,True
6543,tt11233960,the unforgivable,nan,2021,,112,15759.0,True,en,True
6544,tt1123894,and then came lola,nan,2009,,71,1663.0,False,en,True
6545,tt1125849,the wrestler,The Wrestler,2008,,109,298596.0,True,en,True
6546,tt1130964,the 5th quarter,The 5th Quarter,2010,,101,1578.0,False,en,True
6547,tt1130981,tear this heart out,Arráncame la vida,2008,,107,2296.0,True,es,False
6548,tt1132620,the girl with the dragon tattoo,nan,2009,,152,213591.0,True,en,True
6549,tt1135095,tell tale,nan,2009,,93,5052.0,False,it,False
6550,tt11357580,luz,Luz,2020,,118,6020.0,True,lv,False
6551,tt1137477,scourge,Scourge,2008,,92,1081.0,False,en,True
6552,tt11515380,3rd class,3rd Class,2020,,130,1598.0,True,en,True
6553,tt1161951,amateur porn star killer 2,Amateur Porn Star Killer 2,2008,,80,1062.0,False,de,False
6554,tt1172522,machan,Machan,2008,,109,2078.0,True,sw,False
6555,tt11730940,bamfaad,Bamfaad,2020,,102,2163.0,True,so,False
6556,tt11809034,rurouni kenshin: final chapter part i - the final,Rurôni Kenshin: Sai shûshô - The Final,2021,,138,7424.0,True,en,True
6557,tt1187044,the maid,La Nana,2009,,95,5932.0,True,tl,False
6558,tt1189383,the masked gang: cyprus,Maskeli Besler: Kibris,2008,,87,,False,no,False
6559,tt1194238,polytechnique,nan,2009,,77,15651.0,True,fr,False
6560,tt12027020,la originals,nan,2020,,92,1729.0,True,ca,False
6561,tt12108622,infinitum: subject unknown,nan,2021,,86,6718.0,False,en,True
6562,tt1212436,the back-up plan,nan,2010,,104,49373.0,False,en,True
6563,tt1225831,extraordinary stories,nan,2008,,245,,True,en,True
6564,tt1230165,rock on!!,nan,2008,,145,21649.0,True,en,True
6565,tt1234541,the butterfly effect 3: revelations,nan,2009,,90,19379.0,False,en,True
6566,tt1235830,chico & rita,nan,2010,,94,9031.0,True,it,False
6567,tt1236472,lemmy,nan,2010,,116,8204.0,True,fr,False
6568,tt1238302,scarce,Scarce,2008,,93,1014.0,False,ro,False
6569,tt12459520,the claus family,nan,2020,,96,1492.0,False,en,True
6570,tt1255953,incendies,nan,2010,,131,165991.0,True,nl,False
6571,tt12801262,luca,nan,2021,,95,121835.0,True,ro,False
6572,tt1280567,last stop 174,Última Parada 174,2008,,110,5104.0,True,pt,False
6573,tt1286154,"follow kadri, not your heart",Kadri'nin götürdügü yere git,2009,,102,1646.0,False,tr,False
6574,tt12934748,waiting for death,nan,2020,,50,1131.0,True,en,True
6575,tt1296373,the fp,nan,2011,,82,1713.0,False,en,True
6576,tt13069986,after we fell,nan,2021,,98,7576.0,False,cy,False
6577,tt13095604,the phenomenon,The Phenomenon,,2020,100,2872.0,True,en,True
6578,tt1324059,wake up sid,Wake Up Sid,2009,,138,30215.0,True,sw,False
6579,tt1327200,the reeds,nan,2010,,86,,False,en,True
6580,tt1345777,ishqiya,Ishqiya,2010,,118,10305.0,True,so,False
6581,tt1349853,overheard,Sit ting fung wan,2009,,100,3104.0,True,tl,False
6582,tt1352852,the yes men fix the world,The Yes Men Fix the World,2009,,87,,True,en,True
6583,tt1355638,the rabbi's cat,nan,2011,,100,3396.0,True,en,True
6584,tt13624868,udumb,Udumb,2021,,,1024.0,True,sw,False
6585,tt1364289,samyy luchshiy film 2,Samyy luchshiy film 2,2009,,80,1557.0,False,en,True
6586,tt1365048,3-d sex and zen: extreme ecstasy,nan,2011,,129,2659.0,False,ca,False
6587,tt1368068,deli deli olma,nan,2009,,100,1809.0,True,it,False
